,Kode Premis,Kalimat Premis,Kode Hypotesis,Kalimat Hypothesis,Anotator I,Anotator II,Anotator III,Anotator IV,Anotator V,Kesimpulan,Genre,Sumber
193,P3065,Teori yang dikemukakan antara lain oleh Nugroho Notosusanto dan Ismail Saleh ini merupakan teori yang paling umum didengar mengenai kudeta tanggal 30 September 1965.,H365002,Teori tersebut membahas mengenai Kudeta,entailment,entailment,entailment,entailment,entailment,entailment,Buku,Buku Sejarah Indonesia (ISBN 978-602-282-107-6)
194,P3065,Teori yang dikemukakan antara lain oleh Nugroho Notosusanto dan Ismail Saleh ini merupakan teori yang paling umum didengar mengenai kudeta tanggal 30 September 1965.,H365003,Nugroho Notosusanto dan Ismail Saleh adalah seorang Sejarahwan,neutral,neutral,neutral,entailment,neutral,neutral,Buku,Buku Sejarah Indonesia (ISBN 978-602-282-107-6)
195,P3066,"Aku sampai di tempatku bekerja , aku menghabiskan semua sarapanku yang di berikan oleh Bibi Mecy di dalam mobil selama perjalanan ke kantor .",H366001,Aku makan di mobil,neutral,neutral,neutral,entailment,neutral,neutral,Novel,You are Mine by Murly
196,P3066,"Aku sampai di tempatku bekerja , aku menghabiskan semua sarapanku yang di berikan oleh Bibi Mecy di dalam mobil selama perjalanan ke kantor .",H366002,Bibi mecy membuatkan sarapan untukku,entailment,entailment,entailment,entailment,entailment,entailment,Novel,You are Mine by Murly
197,P3066,"Aku sampai di tempatku bekerja , aku menghabiskan semua sarapanku yang di berikan oleh Bibi Mecy di dalam mobil selama perjalanan ke kantor .",H366003,Aku tidak sarapan tadi,contradiction,contradiction,contradiction,contradiction,contradiction,contradiction,Novel,You are Mine by Murly
198,P3067,"Bulan Agustus 1960 Masyumi dan Partai Sosialis Indonesia (PSI) yang merupakan partai pesaing PKI, dibubarkan pemerintah.",H367001,Masyumi merupakan partai non PKI,contradiction,contradiction,contradiction,contradiction,contradiction,contradiction,Buku,Buku Sejarah Indonesia (ISBN 978-602-282-107-6)
199,P3067,"Bulan Agustus 1960 Masyumi dan Partai Sosialis Indonesia (PSI) yang merupakan partai pesaing PKI, dibubarkan pemerintah.",H367002,Masyumi dan Partai Sosialis Indonesia (PSI) dibubarkan pemerintah.,neutral,neutral,neutral,entailment,neutral,neutral,Buku,Buku Sejarah Indonesia (ISBN 978-602-282-107-6)
200,P3067,"Bulan Agustus 1960 Masyumi dan Partai Sosialis Indonesia (PSI) yang merupakan partai pesaing PKI, dibubarkan pemerintah.",H367003,Masyumi dan Partai Sosialis Indonesia (PSI) di bubarkan pada tahun 1960,entailment,entailment,entailment,entailment,entailment,entailment,Buku,Buku Sejarah Indonesia (ISBN 978-602-282-107-6)
201,P3068,"Di dalam buku itu, aku sendiri menikmati cukup banyak momen-momen berharga yang diceritakan oleh lia.",H368001,Aku sedang membaca buku,entailment,entailment,entailment,entailment,entailment,entailment,Novel,"Milea, Suara Dari Dilan by Pidi Baiq"
202,P3068,"Di dalam buku itu, aku sendiri menikmati cukup banyak momen-momen berharga yang diceritakan oleh lia.",H368002,Aku menikmati momen-momen berharga dari lia,neutral,neutral,neutral,entailment,neutral,neutral,Novel,"Milea, Suara Dari Dilan by Pidi Baiq"
203,P3068,"Di dalam buku itu, aku sendiri menikmati cukup banyak momen-momen berharga yang diceritakan oleh lia.",H368003,Lia menceritakan momen berharganya,contradiction,contradiction,contradiction,contradiction,neutral,contradiction,Novel,"Milea, Suara Dari Dilan by Pidi Baiq"
204,P3069,"Pada 15 agustus 2015, Pidi Baiq datang ke rumahku. Kami ngobrol berdua cukup lama, terutama membahas buku itu, sampai kemudian dia bilang bahwa katanya dia nulis buku ""Suara Dilan""",H369001,Pidi Baiq berkunjung ke rumah ku pada 15 agustus 2015,entailment,entailment,entailment,neutral,neutral,entailment,Novel,"Milea, Suara Dari Dilan by Pidi Baiq"
205,P3069,"Pada 15 agustus 2015, Pidi Baiq datang ke rumahku. Kami ngobrol berdua cukup lama, terutama membahas buku itu, sampai kemudian dia bilang bahwa katanya dia nulis buku ""Suara Dilan""",H369002,Pidi Baiq adalah seorang penulis,neutral,neutral,neutral,neutral,neutral,neutral,Novel,"Milea, Suara Dari Dilan by Pidi Baiq"
206,P3069,"Pada 15 agustus 2015, Pidi Baiq datang ke rumahku. Kami ngobrol berdua cukup lama, terutama membahas buku itu, sampai kemudian dia bilang bahwa katanya dia nulis buku ""Suara Dilan""",H369003,Pidi Baiq berkunjung hanya untuk ngobrol,contradiction,contradiction,contradiction,contradiction,contradiction,contradiction,Novel,"Milea, Suara Dari Dilan by Pidi Baiq"
207,P3070,"Si Piyan emang gitu, menurut pribadiku dia itu sedikit lebih baik dari kuman, makanya jangan sampai kamu heran kalo ada banyak kuman yang mau ke dia",H370001,Piyan adalah orang yang jorok,entailment,entailment,entailment,entailment,entailment,entailment,Novel,"Milea, Suara Dari Dilan by Pidi Baiq"
208,P3070,"Si Piyan emang gitu, menurut pribadiku dia itu sedikit lebih baik dari kuman, makanya jangan sampai kamu heran kalo ada banyak kuman yang mau ke dia",H370002,Piyan lebih baik dari kuman,neutral,neutral,neutral,neutral,neutral,neutral,Novel,"Milea, Suara Dari Dilan by Pidi Baiq"
209,P3070,"Si Piyan emang gitu, menurut pribadiku dia itu sedikit lebih baik dari kuman, makanya jangan sampai kamu heran kalo ada banyak kuman yang mau ke dia",H370003,Piyan menyukai Kuman ,contradiction,contradiction,contradiction,contradiction,neutral,contradiction,Novel,"Milea, Suara Dari Dilan by Pidi Baiq"
210,P3071,"itu adalah rumah kami yang baru, yang kami tempati lima bulan yang lalu setelah rumahku yang di Jakarta Pusat dijual.",H371001,Kami baru pindah rumah selama lima bulan,entailment,entailment,neutral,entailment,neutral,entailment,Novel,Dilan Bagian Kedua: Dia Adalah Dilanku Tahun 1991 by Pidi Baiq
211,P3071,"itu adalah rumah kami yang baru, yang kami tempati lima bulan yang lalu setelah rumahku yang di Jakarta Pusat dijual.",H371002,Kami memiliki rumah baru,neutral,neutral,entailment,neutral,entailment,neutral,Novel,Dilan Bagian Kedua: Dia Adalah Dilanku Tahun 1991 by Pidi Baiq
212,P3071,"itu adalah rumah kami yang baru, yang kami tempati lima bulan yang lalu setelah rumahku yang di Jakarta Pusat dijual.",H371003,Rumah kami di jual,contradiction,contradiction,contradiction,contradiction,contradiction,contradiction,Novel,Dilan Bagian Kedua: Dia Adalah Dilanku Tahun 1991 by Pidi Baiq
213,P3072,"Pada bulan September tahun 1990, yaitu di sekolahku yang baru, yang ada di daerah Buah Batu, Bandung, aku mulai mengenal orang bernama Dilan.",H372001,"Sekolahku di daerah Buah Batu, Bandung ",entailment,entailment,entailment,neutral,entailment,entailment,Novel,Dilan Bagian Kedua: Dia Adalah Dilanku Tahun 1991 by Pidi Baiq
214,P3072,"Pada bulan September tahun 1990, yaitu di sekolahku yang baru, yang ada di daerah Buah Batu, Bandung, aku mulai mengenal orang bernama Dilan.",H372002,bulan September tahun 1990 aku mulai mengenal orang bernama Dilan,neutral,neutral,neutral,entailment,entailment,neutral,Novel,Dilan Bagian Kedua: Dia Adalah Dilanku Tahun 1991 by Pidi Baiq
215,P3072,"Pada bulan September tahun 1990, yaitu di sekolahku yang baru, yang ada di daerah Buah Batu, Bandung, aku mulai mengenal orang bernama Dilan.",H372003,Dilan adalah teman ku,contradiction,entailment,contradiction,neutral,contradiction,contradiction,Novel,Dilan Bagian Kedua: Dia Adalah Dilanku Tahun 1991 by Pidi Baiq
216,P3073,"Dilan yang aku maksud adalah yang dulu tinggal di perumahan Riung Bandung. Rambutnya sering terlihat berantakan, seperti gak pernah disisir selama hidupnya dan suka pake jaket jeans belel atau jaket Army Korea pemberian ayahnya yang tentara.",H373001,Dilan adalah orang asli Bandung ,contradiction,contradiction,entailment,contradiction,contradiction,contradiction,Novel,Dilan Bagian Kedua: Dia Adalah Dilanku Tahun 1991 by Pidi Baiq
217,P3073,"Dilan yang aku maksud adalah yang dulu tinggal di perumahan Riung Bandung. Rambutnya sering terlihat berantakan, seperti gak pernah disisir selama hidupnya dan suka pake jaket jeans belel atau jaket Army Korea pemberian ayahnya yang tentara.",H373002,Dilan adalah anak seorang Tentara,entailment,contradiction,entailment,contradiction,entailment,entailment,Novel,Dilan Bagian Kedua: Dia Adalah Dilanku Tahun 1991 by Pidi Baiq
218,P3073,"Dilan yang aku maksud adalah yang dulu tinggal di perumahan Riung Bandung. Rambutnya sering terlihat berantakan, seperti gak pernah disisir selama hidupnya dan suka pake jaket jeans belel atau jaket Army Korea pemberian ayahnya yang tentara.",H373003,Dilan suka menggunakan jaket belel atau jaket army Korea,neutral,neutral,entailment,neutral,neutral,neutral,Novel,Dilan Bagian Kedua: Dia Adalah Dilanku Tahun 1991 by Pidi Baiq
219,P3074,"Dilan juga sama, waktu itu masih remaja, yaitu masih anak remaja yang harus dimaklumi kalau punya jiwa berontak dan tidak suka diatur.",H374001,Dilan adalah anak remaja,entailment,entailment,entailment,neutral,neutral,entailment,Novel,Dilan Bagian Kedua: Dia Adalah Dilanku Tahun 1991 by Pidi Baiq
220,P3074,"Dilan juga sama, waktu itu masih remaja, yaitu masih anak remaja yang harus dimaklumi kalau punya jiwa berontak dan tidak suka diatur.",H374002,Dilan mengalami masa pubertas ,contradiction,neutral,neutral,neutral,entailment,neutral,Novel,Dilan Bagian Kedua: Dia Adalah Dilanku Tahun 1991 by Pidi Baiq
221,P3074,"Dilan juga sama, waktu itu masih remaja, yaitu masih anak remaja yang harus dimaklumi kalau punya jiwa berontak dan tidak suka diatur.",H374003,Dilan anak yang nakal ,contradiction,contradiction,contradiction,contradiction,neutral,contradiction,Novel,Dilan Bagian Kedua: Dia Adalah Dilanku Tahun 1991 by Pidi Baiq
222,P3075,Rigel tidak menyahut ataupun melakukan pembelaan sama sekali. Dia menatap guru yang ia pun tahu tidak menyukainya dengan kesal.,H375001,Rigel sedang di salahkan,entailment,neutral,entailment,neutral,neutral,neutral,Novel,Addicted by Clarisa Yani
223,P3075,Rigel tidak menyahut ataupun melakukan pembelaan sama sekali. Dia menatap guru yang ia pun tahu tidak menyukainya dengan kesal.,H375002,Rigel mengetahui guru yang tidak menyukainnya ,neutral,neutral,entailment,entailment,entailment,entailment,Novel,Addicted by Clarisa Yani
224,P3075,Rigel tidak menyahut ataupun melakukan pembelaan sama sekali. Dia menatap guru yang ia pun tahu tidak menyukainya dengan kesal.,H375003,Para guru menghukum Rigel ,contradiction,contradiction,contradiction,neutral,contradiction,contradiction,Novel,Addicted by Clarisa Yani
225,P3076,"Di ruangan BK, Randi duduk bersama kedua orang tuanya yang terus menyerocos mencari pembelaan atas anaknya pada sang guru.",H376001,orang tua Randi sedang di minta keterangan oleh guru BK,neutral,neutral,entailment,neutral,entailment,neutral,Novel,Addicted by Clarisa Yani
226,P3076,"Di ruangan BK, Randi duduk bersama kedua orang tuanya yang terus menyerocos mencari pembelaan atas anaknya pada sang guru.",H376002,Randi dan orang tuanya berada di ruang guru,entailment,entailment,entailment,neutral,entailment,entailment,Novel,Addicted by Clarisa Yani
227,P3076,"Di ruangan BK, Randi duduk bersama kedua orang tuanya yang terus menyerocos mencari pembelaan atas anaknya pada sang guru.",H376003,Randi akan di skors,contradiction,contradiction,contradiction,neutral,contradiction,contradiction,Novel,Addicted by Clarisa Yani
228,P3077,"Sebelum sampai kelas, Cindy pacar Randy menghampiri dengan membawakan satu botol air mineral. ",H377001,Randi sedang kehausan.,contradiction,contradiction,contradiction,contradiction,contradiction,contradiction,Novel,Addicted by Clarisa Yani
229,P3077,"Sebelum sampai kelas, Cindy pacar Randy menghampiri dengan membawakan satu botol air mineral. ",H377002,Randi dan Cindy adalah sepasang kekasih,entailment,entailment,neutral,entailment,entailment,entailment,Novel,Addicted by Clarisa Yani
230,P3077,"Sebelum sampai kelas, Cindy pacar Randy menghampiri dengan membawakan satu botol air mineral. ",H377003,Cindy dan Randi adalah anak sekolahan ,neutral,neutral,neutral,entailment,neutral,neutral,Novel,Addicted by Clarisa Yani
231,P3078,"Belum terselesaikan, dadanya telah rigel dorong kasar hingga terhempas keras ke tanah. ",H378001,Rigel akan berkelahi ,entailment,entailment,neutral,neutral,neutral,neutral,Novel,Addicted by Clarisa Yani
232,P3078,"Belum terselesaikan, dadanya telah rigel dorong kasar hingga terhempas keras ke tanah. ",H378002,Rigel adalah orang yang keras,contradiction,contradiction,contradiction,contradiction,entailment,contradiction,Novel,Addicted by Clarisa Yani
233,P3078,"Belum terselesaikan, dadanya telah rigel dorong kasar hingga terhempas keras ke tanah. ",H378003,Rigel sedang kesal ,neutral,entailment,entailment,contradiction,entailment,entailment,Novel,Addicted by Clarisa Yani
234,P3079,"Kita diciptakan Tuhan berdampingan, jadi kita harus tetap sama-sama dan tidak saling meninggalkan.",H379001,Kita memiliki kepercayaan kepada Tuhan ,entailment,neutral,entailment,neutral,neutral,neutral,Novel,Addicted by Clarisa Yani
235,P3079,"Kita diciptakan Tuhan berdampingan, jadi kita harus tetap sama-sama dan tidak saling meninggalkan.",H379002,Kita harus saling berdampingan ,neutral,entailment,entailment,entailment,entailment,entailment,Novel,Addicted by Clarisa Yani
236,P3079,"Kita diciptakan Tuhan berdampingan, jadi kita harus tetap sama-sama dan tidak saling meninggalkan.",H379003,Kita tidak percaya tuhan ,contradiction,contradiction,contradiction,contradiction,contradiction,contradiction,Novel,Addicted by Clarisa Yani
237,P3080,Orang Aries dikenal tidak bisa diam. Mereka suka menjadi pusat perhatian dan suka melakukan hal konyol,H380001,Orang Aries adalah orang yang hiperaktif,neutral,neutral,entailment,neutral,entailment,neutral,Berita,https://bali.tribunnews.com/2021/03/12/sifat-zodiak-leo-aries-gemini-dan-sagitarius-dikenal-ekstrovert-dan-suka-jadi-pusat-perhatian?page=2
238,P3080,Orang Aries dikenal tidak bisa diam. Mereka suka menjadi pusat perhatian dan suka melakukan hal konyol,H380002,Orang Aries suka melakukan hal konyol,entailment,entailment,entailment,entailment,neutral,entailment,Berita,https://bali.tribunnews.com/2021/03/12/sifat-zodiak-leo-aries-gemini-dan-sagitarius-dikenal-ekstrovert-dan-suka-jadi-pusat-perhatian?page=2
239,P3080,Orang Aries dikenal tidak bisa diam. Mereka suka menjadi pusat perhatian dan suka melakukan hal konyol,H380003,Orang Aries adalah orang narsis ,contradiction,contradiction,contradiction,contradiction,contradiction,contradiction,Berita,https://bali.tribunnews.com/2021/03/12/sifat-zodiak-leo-aries-gemini-dan-sagitarius-dikenal-ekstrovert-dan-suka-jadi-pusat-perhatian?page=2
240,P3081,"Masyarakat diimbau agar tetap waspada dan berhati-hati terhadap potensi cuaca ekstrem (puting beliung, hujan lebat disertai kilat/petir, hujan es, dll), dan dampak yang dapat ditimbulkannya",H381001,Masyarakat di himbau untuk berhati hati terhadap cuaca ekstrem,entailment,entailment,neutral,neutral,neutral,neutral,Berita,https://bali.tribunnews.com/2021/03/12/bmkg-waspada-potensi-cuaca-ekstrem-pada-periode-peralihan-musim
241,P3081,"Masyarakat diimbau agar tetap waspada dan berhati-hati terhadap potensi cuaca ekstrem (puting beliung, hujan lebat disertai kilat/petir, hujan es, dll), dan dampak yang dapat ditimbulkannya",H381002,Masyarakat sedang berada dalam bencana alam,contradiction,contradiction,neutral,neutral,contradiction,contradiction,Berita,https://bali.tribunnews.com/2021/03/12/bmkg-waspada-potensi-cuaca-ekstrem-pada-periode-peralihan-musim
242,P3081,"Masyarakat diimbau agar tetap waspada dan berhati-hati terhadap potensi cuaca ekstrem (puting beliung, hujan lebat disertai kilat/petir, hujan es, dll), dan dampak yang dapat ditimbulkannya",H381003,"Puting beling, hujan lebat disertai kilat/petir, hujan es merupakan cuaca ekstrem",neutral,entailment,entailment,neutral,entailment,entailment,Berita,https://bali.tribunnews.com/2021/03/12/bmkg-waspada-potensi-cuaca-ekstrem-pada-periode-peralihan-musim
243,P3082,Bulan ini penjualan bukunya di google playbook sangat banyak. 11 juta untuk bulan ini yang caca dapatkan.,H382001,Caca menjual Bukunya di Goole Playbook,entailment,entailment,neutral,neutral,entailment,entailment,Novel,Anak dengan Temanku by Sabanaliar
244,P3082,Bulan ini penjualan bukunya di google playbook sangat banyak. 11 juta untuk bulan ini yang caca dapatkan.,H382002,Caca adalah seorang penulis,neutral,neutral,neutral,neutral,neutral,neutral,Novel,Anak dengan Temanku by Sabanaliar
245,P3082,Bulan ini penjualan bukunya di google playbook sangat banyak. 11 juta untuk bulan ini yang caca dapatkan.,H382003,penjualan Buku Caca tidaklah laris,contradiction,contradiction,contradiction,contradiction,contradiction,contradiction,Novel,Anak dengan Temanku by Sabanaliar
246,P3083,"Buku-buku yang sudah lama terbit, dan yang terbit 2 bulan yang lalu yang banyak laku. Sehingga bisa mendapatkan uang sebanyak itu.",H383001,Penjualan Buku lebih laris yang 2 bulan lalu,neutral,neutral,entailment,entailment,neutral,neutral,Novel,Anak dengan Temanku by Sabanaliar
247,P3083,"Buku-buku yang sudah lama terbit, dan yang terbit 2 bulan yang lalu yang banyak laku. Sehingga bisa mendapatkan uang sebanyak itu.",H383002,Keuntungan Buku Caca sangatlah banyak ,entailment,entailment,entailment,neutral,neutral,entailment,Novel,Anak dengan Temanku by Sabanaliar
248,P3083,"Buku-buku yang sudah lama terbit, dan yang terbit 2 bulan yang lalu yang banyak laku. Sehingga bisa mendapatkan uang sebanyak itu.",H383003,Buku Caca sebelum 2 bulan lalu tidak laku,contradiction,neutral,contradiction,neutral,contradiction,contradiction,Novel,Anak dengan Temanku by Sabanaliar
249,P3084,"Bahan makanan sudah habis, membuat Caca subuh-subuh sekali ke ATM karena di dompetnya tidak ada uang tunai.",H384001,Caca ke ATM karena didompetnya tidak ada uang tunai ,entailment,entailment,neutral,neutral,entailment,entailment,Novel,Anak dengan Temanku by Sabanaliar
250,P3084,"Bahan makanan sudah habis, membuat Caca subuh-subuh sekali ke ATM karena di dompetnya tidak ada uang tunai.",H384002,Caca tidak pernah menyimpan uang di dompet,contradiction,contradiction,neutral,contradiction,contradiction,contradiction,Novel,Anak dengan Temanku by Sabanaliar
251,P3084,"Bahan makanan sudah habis, membuat Caca subuh-subuh sekali ke ATM karena di dompetnya tidak ada uang tunai.",H384003,Caca mengambil uang ke ATM karena akan membeli bahan makanan,neutral,neutral,neutral,neutral,neutral,neutral,Novel,Anak dengan Temanku by Sabanaliar
252,P3085,Universitas Islam Negeri (UIN) Maulana Malik Ibrahim Malang membubarkan unit kegiatan Mahasiswa (UKM) Pencak silat Pagar Nusa.,H385001,Kegiatan UKM Pencak Silat Pagar Nusa di bubarkan,entailment,entailment,entailment,entailment,neutral,entailment,Berita,https://bali.tribunnews.com/2021/03/13/dua-mahasiswa-meninggal-saat-ikuti-diklat-uin-malang-bakal-bubarkan-ukm-pencak-silat-pagar-nusa
253,P3085,Universitas Islam Negeri (UIN) Maulana Malik Ibrahim Malang membubarkan unit kegiatan Mahasiswa (UKM) Pencak silat Pagar Nusa.,H385002,Universitas Islam Negeri (UIN) Memiliki UKM Pencak Silat,neutral,neutral,neutral,entailment,entailment,neutral,Berita,https://bali.tribunnews.com/2021/03/13/dua-mahasiswa-meninggal-saat-ikuti-diklat-uin-malang-bakal-bubarkan-ukm-pencak-silat-pagar-nusa
254,P3085,Universitas Islam Negeri (UIN) Maulana Malik Ibrahim Malang membubarkan unit kegiatan Mahasiswa (UKM) Pencak silat Pagar Nusa.,H385003,UKM Pencak silat Pagar Nusa akan di kembangkan,contradiction,contradiction,contradiction,contradiction,contradiction,contradiction,Berita,https://bali.tribunnews.com/2021/03/13/dua-mahasiswa-meninggal-saat-ikuti-diklat-uin-malang-bakal-bubarkan-ukm-pencak-silat-pagar-nusa
255,P3086,"Chelsea gagal meraih 3 poin dalam lanjutan kompetisi Liga Inggris Sabtu malam 13 Maret 2021.

",H386001,Chelsea mengikuti Kompetisi Liga Inggris,entailment,neutral,entailment,neutral,neutral,neutral,Berita,https://bali.tribunnews.com/2021/03/14/chelsea-gagal-raih-3-poin-thomas-tuchel-keluhkan-lapangan-licin-dan-tidak-rata
256,P3086,"Chelsea gagal meraih 3 poin dalam lanjutan kompetisi Liga Inggris Sabtu malam 13 Maret 2021.

",H386002,Chelsea mendapatkan 3 poin lanjutan Kompetisi Liga Inggris,contradiction,contradiction,neutral,contradiction,contradiction,contradiction,Berita,https://bali.tribunnews.com/2021/03/14/chelsea-gagal-raih-3-poin-thomas-tuchel-keluhkan-lapangan-licin-dan-tidak-rata
257,P3086,"Chelsea gagal meraih 3 poin dalam lanjutan kompetisi Liga Inggris Sabtu malam 13 Maret 2021.

",H386003,Chelsea gagal lolos Kompetisi Liga Inggris,entailment,entailment,entailment,entailment,entailment,entailment,Berita,https://bali.tribunnews.com/2021/03/14/chelsea-gagal-raih-3-poin-thomas-tuchel-keluhkan-lapangan-licin-dan-tidak-rata
258,P3087,"Menurut NASA, Badan Antariksa Amerika Serikat, hasil pengamatan yang lebih baru menunjukkan asteroid tersebut kemungkinan berukuran antara 1.300 dan 2.230 kaki atau 396-679 meter.",H387001,NASA Meneliti Asteroid,contradiction,neutral,neutral,entailment,neutral,neutral,Berita,https://bali.tribunnews.com/2021/03/13/asteroid-terbesar-yang-berpotensi-bahaya-berada-paling-dekat-dengan-bumi-21-maret-nanti
259,P3087,"Menurut NASA, Badan Antariksa Amerika Serikat, hasil pengamatan yang lebih baru menunjukkan asteroid tersebut kemungkinan berukuran antara 1.300 dan 2.230 kaki atau 396-679 meter.",H387002,NASA mengamati Asteroid itu berbahaya,contradiction,contradiction,entailment,contradiction,entailment,contradiction,Berita,https://bali.tribunnews.com/2021/03/13/asteroid-terbesar-yang-berpotensi-bahaya-berada-paling-dekat-dengan-bumi-21-maret-nanti
260,P3087,"Menurut NASA, Badan Antariksa Amerika Serikat, hasil pengamatan yang lebih baru menunjukkan asteroid tersebut kemungkinan berukuran antara 1.300 dan 2.230 kaki atau 396-679 meter.",H387003,Batu Asteroid tersebut berukuran 296-679 meter.,entailment,entailment,entailment,entailment,entailment,entailment,Berita,https://bali.tribunnews.com/2021/03/13/asteroid-terbesar-yang-berpotensi-bahaya-berada-paling-dekat-dengan-bumi-21-maret-nanti
261,P3088,"Dilaporkan pula benda langit ini melaju dengan kecepatan yang mengejutkan yakni hampir 77.000 mil per jam, yang juga menjadikannya sebagai asteroid tercepat yang terbang melewati Bumi tahun ini.",H388001,Asteroid ini memiliki kecepatan yang mengejutkan.,entailment,contradiction,neutral,neutral,neutral,neutral,Berita,https://bali.tribunnews.com/2021/03/13/asteroid-terbesar-yang-berpotensi-bahaya-berada-paling-dekat-dengan-bumi-21-maret-nanti
262,P3088,"Dilaporkan pula benda langit ini melaju dengan kecepatan yang mengejutkan yakni hampir 77.000 mil per jam, yang juga menjadikannya sebagai asteroid tercepat yang terbang melewati Bumi tahun ini.",H388002,Asteroid tercepat yang terbang melewati Bumi tahun ini.,entailment,entailment,entailment,entailment,entailment,entailment,Berita,https://bali.tribunnews.com/2021/03/13/asteroid-terbesar-yang-berpotensi-bahaya-berada-paling-dekat-dengan-bumi-21-maret-nanti
263,P3088,"Dilaporkan pula benda langit ini melaju dengan kecepatan yang mengejutkan yakni hampir 77.000 mil per jam, yang juga menjadikannya sebagai asteroid tercepat yang terbang melewati Bumi tahun ini.",H388003,Asteroid tercepat adalah tahun lalu ,contradiction,contradiction,contradiction,neutral,contradiction,contradiction,Berita,https://bali.tribunnews.com/2021/03/13/asteroid-terbesar-yang-berpotensi-bahaya-berada-paling-dekat-dengan-bumi-21-maret-nanti
264,P3089,"Arsenal harus berhati-hati dalam laga kali ini, karena jika melihat catatan pertemuan kedua tim, Meriam London kalah 2-0 di Stadion Tottenham Hotspur, Desember lalu.",H389001,Tottenham dan Arsenal akan bertanding kali ini,entailment,neutral,neutral,neutral,neutral,neutral,Berita,https://bali.tribunnews.com/2021/03/13/prediksi-arsenal-vs-tottenham-hotspur-derbi-london-utara-jilid-ii-arsenal-akan-balas-dendam
265,P3089,"Arsenal harus berhati-hati dalam laga kali ini, karena jika melihat catatan pertemuan kedua tim, Meriam London kalah 2-0 di Stadion Tottenham Hotspur, Desember lalu.",H389002,Arsenal (Meriam London) berhati hati karena pernah kalah,neutral,entailment,neutral,neutral,entailment,neutral,Berita,https://bali.tribunnews.com/2021/03/13/prediksi-arsenal-vs-tottenham-hotspur-derbi-london-utara-jilid-ii-arsenal-akan-balas-dendam
266,P3089,"Arsenal harus berhati-hati dalam laga kali ini, karena jika melihat catatan pertemuan kedua tim, Meriam London kalah 2-0 di Stadion Tottenham Hotspur, Desember lalu.",H389003,"Meriam London menang 2-0 di Stadion Tottenham Hotspur, Desember lalu",contradiction,contradiction,contradiction,contradiction,contradiction,contradiction,Berita,https://bali.tribunnews.com/2021/03/13/prediksi-arsenal-vs-tottenham-hotspur-derbi-london-utara-jilid-ii-arsenal-akan-balas-dendam
267,P3090,Industri perkapalan siap memproduksi jenis kapal untuk mengatasi kapal yang akan dibesituakan,H390001,Industri Perkapalan akan memproduksi kapal baru,entailment,entailment,contradiction,entailment,entailment,entailment,Buku,Buku Bahasa Indonesia (ISBN 978-602-8566-84-1)
268,P3090,Industri perkapalan siap memproduksi jenis kapal untuk mengatasi kapal yang akan dibesituakan,H390002,Industri Perkapalan akan stop produksi ,contradiction,contradiction,contradiction,contradiction,contradiction,contradiction,Buku,Buku Bahasa Indonesia (ISBN 978-602-8566-84-1)
269,P3090,Industri perkapalan siap memproduksi jenis kapal untuk mengatasi kapal yang akan dibesituakan,H390003,Kapal yang sudah berumur akan di gantikan oleh kapal baru,entailment,neutral,neutral,entailment,neutral,neutral,Buku,Buku Bahasa Indonesia (ISBN 978-602-8566-84-1)
270,P3091,"Banyak Orang yang meremehkan sampah. Bahkan, tidak terpikirkan hal yang akan ditimbulkannya.",H391001,Orang tidak memikirkan akibat dari sampah,entailment,entailment,neutral,entailment,neutral,entailment,Buku,Buku Bahasa Indonesia (ISBN 978-602-8566-84-1)
271,P3091,"Banyak Orang yang meremehkan sampah. Bahkan, tidak terpikirkan hal yang akan ditimbulkannya.",H391002,Sampah akan merusak manusia ,contradiction,contradiction,neutral,neutral,contradiction,contradiction,Buku,Buku Bahasa Indonesia (ISBN 978-602-8566-84-1)
272,P3091,"Banyak Orang yang meremehkan sampah. Bahkan, tidak terpikirkan hal yang akan ditimbulkannya.",H391003,Orang jarang memikirkan sampah,entailment,neutral,neutral,neutral,neutral,neutral,Buku,Buku Bahasa Indonesia (ISBN 978-602-8566-84-1)
273,P3092,"Kedatangan Mahesa ke Desa Wingitsari, menimbulkan banyak gunjingan di antara warga desa.",H392001,Kedatangan Mahesa dinanti oleh warga desa,contradiction,contradiction,contradiction,neutral,contradiction,contradiction,Novel,Rindu yang Tabu by Nev Nov
274,P3092,"Kedatangan Mahesa ke Desa Wingitsari, menimbulkan banyak gunjingan di antara warga desa.",H392002,Warga desa banyak yang menggosipkan Mahesa,entailment,neutral,entailment,entailment,neutral,entailment,Novel,Rindu yang Tabu by Nev Nov
275,P3092,"Kedatangan Mahesa ke Desa Wingitsari, menimbulkan banyak gunjingan di antara warga desa.",H392003,Mahesa berasal dari Desa Wingitsari ,contradiction,contradiction,neutral,neutral,neutral,neutral,Novel,Rindu yang Tabu by Nev Nov
276,P3093,Semua pekerja tahu kalau Bisma Aji memang terkenal galak dan tanpa kompromi. Tidak segan-segan untuk memotong gaji pegawai yang di anggap melakukan kesalahan.,H393001,Bisma Aji adalah seorang Bos,neutral,neutral,entailment,neutral,entailment,neutral,Novel,Rindu yang Tabu by Nev Nov
